Branch_id,Branch_name,Location,Contact,Email,room_id,start_date,end_date,is_current
501,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,249,2025-11-15,,1
502,Aswan View Branch,Aswan - High Dam District,2.01071E+11,unknown,318,2025-11-15,,1
503,Downtown Branch,Cairo - Tahrir Square,2.01063E+11,contact_cairo@hotelchain.com,101,2025-11-15,,1
504,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,452,2025-11-15,,1
505,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,432,2025-11-15,,1
506,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,user506@example.com,344,2025-11-15,,1
507,Aswan View Branch,Aswan - High Dam District,unknown,unknown,244,2025-11-15,,1
508,Downtown Branch,Cairo - Tahrir Square,2.01013E+11,unknown,101,2025-11-15,,1
509,Giza Pyramids Branch,Giza - Haram Street,2.01081E+11,unknown,483,2025-11-15,,1
510,Luxor Nile Branch,Luxor - Nile Corniche,unknown,user510@example.com,0,2025-11-15,,1
511,Alex Seaside Branch,Alexandria - Corniche,2.01018E+11,alex_guest45@mail.com,0,2025-11-15,,1
512,Downtown Branch,Cairo - Tahrir Square,unknown,contact_cairo@hotelchain.com,129,2025-11-15,,1
513,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
514,Luxor Nile Branch,Luxor - Nile Corniche,2.01045E+11,unknown,0,2025-11-15,,1
515,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
516,Luxor Nile Branch,Luxor - Nile Corniche,2.01047E+11,unknown,0,2025-11-15,,1
517,Aswan View Branch,Aswan - High Dam District,2.01086E+11,unknown,0,2025-11-15,,1
518,Aswan View Branch,Aswan - High Dam District,unknown,user518@example.com,211,2025-11-15,,1
519,Luxor Nile Branch,Luxor - Nile Corniche,2.01025E+11,luxorbooking@hotelchain.com,352,2025-11-15,,1
520,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,0,2025-11-15,,1
521,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user521@example.com,101,2025-11-15,,1
522,Downtown Branch,Cairo - Tahrir Square,unknown,contact_cairo@hotelchain.com,101,2025-11-15,,1
523,Alex Seaside Branch,Alexandria - Corniche,2.01048E+11,unknown,100,2025-11-15,,1
524,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,204,2025-11-15,,1
525,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,user525@example.com,0,2025-11-15,,1
526,Downtown Branch,Cairo - Tahrir Square,2.01044E+11,user526@example.com,101,2025-11-15,,1
527,Downtown Branch,Cairo - Tahrir Square,2.01084E+11,contact_cairo@hotelchain.com,355,2025-11-15,,1
528,Aswan View Branch,Aswan - High Dam District,2.01028E+11,user528@example.com,199,2025-11-15,,1
529,Giza Pyramids Branch,Giza - Haram Street,2.01075E+11,user529@example.com,0,2025-11-15,,1
530,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,110,2025-11-15,,1
531,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01081E+11,unknown,0,2025-11-15,,1
532,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
533,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01062E+11,unknown,231,2025-11-15,,1
534,Giza Pyramids Branch,Giza - Haram Street,2.01047E+11,unknown,307,2025-11-15,,1
535,Giza Pyramids Branch,Giza - Haram Street,2.01041E+11,unknown,0,2025-11-15,,1
536,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,288,2025-11-15,,1
537,Downtown Branch,Cairo - Tahrir Square,unknown,user537@example.com,286,2025-11-15,,1
538,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user538@example.com,122,2025-11-15,,1
539,Aswan View Branch,Aswan - High Dam District,unknown,user539@example.com,284,2025-11-15,,1
540,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,242,2025-11-15,,1
541,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,110,2025-11-15,,1
542,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
543,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,0,2025-11-15,,1
544,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user544@example.com,101,2025-11-15,,1
545,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,271,2025-11-15,,1
546,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,contact_cairo@hotelchain.com,491,2025-11-15,,1
547,Aswan View Branch,Aswan - High Dam District,unknown,user547@example.com,244,2025-11-15,,1
548,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,448,2025-11-15,,1
549,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,119,2025-11-15,,1
550,Aswan View Branch,Aswan - High Dam District,2.01044E+11,unknown,0,2025-11-15,,1
551,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
552,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01024E+11,mansoura_guest88@gmail.com,0,2025-11-15,,1
553,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,101,2025-11-15,,1
554,Aswan View Branch,Aswan - High Dam District,2.0105E+11,unknown,412,2025-11-15,,1
555,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,contact_cairo@hotelchain.com,101,2025-11-15,,1
556,Alex Seaside Branch,Alexandria - Corniche,2.01088E+11,user556@example.com,172,2025-11-15,,1
557,Downtown Branch,Cairo - Tahrir Square,unknown,user557@example.com,0,2025-11-15,,1
558,Downtown Branch,Cairo - Tahrir Square,2.01082E+11,user558@example.com,352,2025-11-15,,1
559,Luxor Nile Branch,Luxor - Nile Corniche,unknown,user559@example.com,0,2025-11-15,,1
560,Aswan View Branch,Aswan - High Dam District,2.01038E+11,unknown,0,2025-11-15,,1
561,Alex Seaside Branch,Alexandria - Corniche,unknown,user561@example.com,336,2025-11-15,,1
562,Aswan View Branch,Aswan - High Dam District,unknown,unknown,216,2025-11-15,,1
563,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,user563@example.com,0,2025-11-15,,1
564,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,110,2025-11-15,,1
565,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user565@example.com,399,2025-11-15,,1
566,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,user566@example.com,0,2025-11-15,,1
567,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,user567@example.com,110,2025-11-15,,1
568,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,197,2025-11-15,,1
569,Luxor Nile Branch,Luxor - Nile Corniche,2.01065E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
570,Aswan View Branch,Aswan - High Dam District,2.01093E+11,unknown,0,2025-11-15,,1
571,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
572,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,181,2025-11-15,,1
573,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
574,Downtown Branch,Cairo - Tahrir Square,2.01071E+11,user574@example.com,101,2025-11-15,,1
575,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,270,2025-11-15,,1
576,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,0,2025-11-15,,1
577,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
578,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user578@example.com,0,2025-11-15,,1
579,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,0,2025-11-15,,1
580,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
581,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.0102E+11,user581@example.com,262,2025-11-15,,1
582,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,mansoura_guest88@gmail.com,0,2025-11-15,,1
583,Aswan View Branch,Aswan - High Dam District,unknown,user583@example.com,412,2025-11-15,,1
584,Luxor Nile Branch,Luxor - Nile Corniche,unknown,user584@example.com,0,2025-11-15,,1
585,Downtown Branch,Cairo - Tahrir Square,2.01062E+11,user585@example.com,101,2025-11-15,,1
586,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,185,2025-11-15,,1
587,Giza Pyramids Branch,Giza - Haram Street,unknown,user587@example.com,0,2025-11-15,,1
588,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
589,Luxor Nile Branch,Luxor - Nile Corniche,2.01076E+11,user589@example.com,128,2025-11-15,,1
590,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,110,2025-11-15,,1
591,Giza Pyramids Branch,Giza - Haram Street,unknown,user591@example.com,423,2025-11-15,,1
592,Aswan View Branch,Aswan - High Dam District,2.0101E+11,user592@example.com,412,2025-11-15,,1
593,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
594,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,434,2025-11-15,,1
595,Giza Pyramids Branch,Giza - Haram Street,2.01041E+11,unknown,0,2025-11-15,,1
596,Giza Pyramids Branch,Giza - Haram Street,2.01088E+11,user596@example.com,307,2025-11-15,,1
597,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
598,Luxor Nile Branch,Luxor - Nile Corniche,2.0108E+11,unknown,475,2025-11-15,,1
599,Downtown Branch,Cairo - Tahrir Square,2.01028E+11,unknown,0,2025-11-15,,1
600,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01059E+11,mansoura_guest88@gmail.com,142,2025-11-15,,1
601,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user601@example.com,212,2025-11-15,,1
602,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,183,2025-11-15,,1
603,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,user603@example.com,110,2025-11-15,,1
604,Luxor Nile Branch,Luxor - Nile Corniche,2.01086E+11,user604@example.com,0,2025-11-15,,1
605,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01021E+11,mansoura_guest88@gmail.com,110,2025-11-15,,1
606,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01091E+11,user606@example.com,228,2025-11-15,,1
607,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user607@example.com,0,2025-11-15,,1
608,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,user608@example.com,110,2025-11-15,,1
609,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,352,2025-11-15,,1
610,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,307,2025-11-15,,1
611,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,378,2025-11-15,,1
612,Alex Seaside Branch,Alexandria - Corniche,unknown,user612@example.com,0,2025-11-15,,1
613,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,0,2025-11-15,,1
614,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,unknown,0,2025-11-15,,1
615,Downtown Branch,Cairo - Tahrir Square,2.01066E+11,contact_cairo@hotelchain.com,0,2025-11-15,,1
616,Luxor Nile Branch,Luxor - Nile Corniche,2.01075E+11,user616@example.com,0,2025-11-15,,1
617,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,0,2025-11-15,,1
618,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,0,2025-11-15,,1
619,Aswan View Branch,Aswan - High Dam District,unknown,user619@example.com,0,2025-11-15,,1
620,Alex Seaside Branch,Alexandria - Corniche,2.01085E+11,unknown,0,2025-11-15,,1
621,Downtown Branch,Cairo - Tahrir Square,unknown,user621@example.com,101,2025-11-15,,1
622,Luxor Nile Branch,Luxor - Nile Corniche,unknown,user622@example.com,0,2025-11-15,,1
623,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,user623@example.com,231,2025-11-15,,1
624,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01017E+11,unknown,0,2025-11-15,,1
625,Downtown Branch,Cairo - Tahrir Square,2.01092E+11,user625@example.com,453,2025-11-15,,1
626,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user626@example.com,110,2025-11-15,,1
627,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,374,2025-11-15,,1
628,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
629,Aswan View Branch,Aswan - High Dam District,unknown,user629@example.com,0,2025-11-15,,1
630,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,204,2025-11-15,,1
631,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,user631@example.com,0,2025-11-15,,1
632,Luxor Nile Branch,Luxor - Nile Corniche,2.01068E+11,luxorbooking@hotelchain.com,454,2025-11-15,,1
633,Downtown Branch,Cairo - Tahrir Square,unknown,contact_cairo@hotelchain.com,0,2025-11-15,,1
634,Luxor Nile Branch,Luxor - Nile Corniche,2.01078E+11,user634@example.com,0,2025-11-15,,1
635,Aswan View Branch,Aswan - High Dam District,2.01092E+11,unknown,101,2025-11-15,,1
636,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,unknown,355,2025-11-15,,1
637,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,204,2025-11-15,,1
638,Alex Seaside Branch,Alexandria - Corniche,2.0104E+11,user638@example.com,490,2025-11-15,,1
639,Giza Pyramids Branch,Giza - Haram Street,2.01082E+11,unknown,0,2025-11-15,,1
640,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,263,2025-11-15,,1
641,Alex Seaside Branch,Alexandria - Corniche,2.01044E+11,unknown,0,2025-11-15,,1
642,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
643,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,110,2025-11-15,,1
644,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,contact_cairo@hotelchain.com,321,2025-11-15,,1
645,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,204,2025-11-15,,1
646,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,0,2025-11-15,,1
647,Aswan View Branch,Aswan - High Dam District,unknown,unknown,0,2025-11-15,,1
648,Alex Seaside Branch,Alexandria - Corniche,2.01071E+11,unknown,0,2025-11-15,,1
649,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
650,Aswan View Branch,Aswan - High Dam District,unknown,unknown,458,2025-11-15,,1
651,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,307,2025-11-15,,1
652,Alex Seaside Branch,Alexandria - Corniche,2.01024E+11,alex_guest45@mail.com,204,2025-11-15,,1
653,Giza Pyramids Branch,Giza - Haram Street,unknown,user653@example.com,0,2025-11-15,,1
654,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,492,2025-11-15,,1
655,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user655@example.com,101,2025-11-15,,1
656,Luxor Nile Branch,Luxor - Nile Corniche,unknown,unknown,0,2025-11-15,,1
657,Downtown Branch,Cairo - Tahrir Square,2.01093E+11,user657@example.com,0,2025-11-15,,1
658,Alex Seaside Branch,Alexandria - Corniche,2.01068E+11,user658@example.com,0,2025-11-15,,1
659,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
660,Downtown Branch,Cairo - Tahrir Square,2.01045E+11,user660@example.com,225,2025-11-15,,1
661,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,0,2025-11-15,,1
662,Alex Seaside Branch,Alexandria - Corniche,2.01022E+11,alex_guest45@mail.com,204,2025-11-15,,1
663,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01065E+11,user663@example.com,0,2025-11-15,,1
664,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user664@example.com,0,2025-11-15,,1
665,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,mansoura_guest88@gmail.com,110,2025-11-15,,1
666,Aswan View Branch,Aswan - High Dam District,unknown,unknown,0,2025-11-15,,1
667,Alex Seaside Branch,Alexandria - Corniche,2.01086E+11,unknown,0,2025-11-15,,1
668,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,0,2025-11-15,,1
669,Giza Pyramids Branch,Giza - Haram Street,2.01019E+11,unknown,307,2025-11-15,,1
670,Alex Seaside Branch,Alexandria - Corniche,2.01014E+11,alex_guest45@mail.com,204,2025-11-15,,1
671,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,0,2025-11-15,,1
672,Downtown Branch,Cairo - Tahrir Square,2.01099E+11,user672@example.com,0,2025-11-15,,1
673,Aswan View Branch,Aswan - High Dam District,unknown,unknown,0,2025-11-15,,1
674,Luxor Nile Branch,Luxor - Nile Corniche,2.0108E+11,user674@example.com,0,2025-11-15,,1
675,Downtown Branch,Cairo - Tahrir Square,2.01013E+11,unknown,125,2025-11-15,,1
676,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,372,2025-11-15,,1
677,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01032E+11,mansoura_guest88@gmail.com,267,2025-11-15,,1
678,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,0,2025-11-15,,1
679,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,234,2025-11-15,,1
680,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,220,2025-11-15,,1
681,Alex Seaside Branch,Alexandria - Corniche,unknown,user681@example.com,204,2025-11-15,,1
682,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user682@example.com,110,2025-11-15,,1
683,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,0,2025-11-15,,1
684,Downtown Branch,Cairo - Tahrir Square,unknown,user684@example.com,101,2025-11-15,,1
685,Downtown Branch,Cairo - Tahrir Square,2.01082E+11,contact_cairo@hotelchain.com,0,2025-11-15,,1
686,Aswan View Branch,Aswan - High Dam District,2.01041E+11,unknown,413,2025-11-15,,1
687,Downtown Branch,Cairo - Tahrir Square,unknown,user687@example.com,101,2025-11-15,,1
688,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,101,2025-11-15,,1
689,Giza Pyramids Branch,Giza - Haram Street,2.01086E+11,unknown,307,2025-11-15,,1
690,Giza Pyramids Branch,Giza - Haram Street,unknown,user690@example.com,0,2025-11-15,,1
691,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user691@example.com,373,2025-11-15,,1
692,Giza Pyramids Branch,Giza - Haram Street,unknown,user692@example.com,0,2025-11-15,,1
693,Luxor Nile Branch,Luxor - Nile Corniche,unknown,user693@example.com,0,2025-11-15,,1
694,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,307,2025-11-15,,1
695,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,309,2025-11-15,,1
696,Aswan View Branch,Aswan - High Dam District,unknown,unknown,196,2025-11-15,,1
697,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01029E+11,user697@example.com,110,2025-11-15,,1
698,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,110,2025-11-15,,1
699,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,307,2025-11-15,,1
700,Alex Seaside Branch,Alexandria - Corniche,unknown,user700@example.com,151,2025-11-15,,1
701,Luxor Nile Branch,Luxor - Nile Corniche,unknown,luxorbooking@hotelchain.com,0,2025-11-15,,1
702,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,0,2025-11-15,,1
703,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user703@example.com,374,2025-11-15,,1
704,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,307,2025-11-15,,1
705,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01093E+11,unknown,224,2025-11-15,,1
706,Aswan View Branch,Aswan - High Dam District,unknown,user706@example.com,141,2025-11-15,,1
707,Giza Pyramids Branch,Giza - Haram Street,2.01098E+11,user707@example.com,348,2025-11-15,,1
708,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,user708@example.com,471,2025-11-15,,1
709,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,182,2025-11-15,,1
710,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
711,Aswan View Branch,Aswan - High Dam District,2.01093E+11,unknown,471,2025-11-15,,1
712,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,mansoura_guest88@gmail.com,0,2025-11-15,,1
713,Aswan View Branch,Aswan - High Dam District,unknown,unknown,338,2025-11-15,,1
714,Aswan View Branch,Aswan - High Dam District,unknown,user714@example.com,412,2025-11-15,,1
715,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,422,2025-11-15,,1
716,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
717,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01046E+11,unknown,0,2025-11-15,,1
718,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,user718@example.com,471,2025-11-15,,1
719,Giza Pyramids Branch,Giza - Haram Street,2.0106E+11,unknown,0,2025-11-15,,1
720,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,0,2025-11-15,,1
721,Downtown Branch,Cairo - Tahrir Square,2.01027E+11,user721@example.com,278,2025-11-15,,1
722,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,0,2025-11-15,,1
723,Downtown Branch,Cairo - Tahrir Square,2.01051E+11,contact_cairo@hotelchain.com,101,2025-11-15,,1
724,Alex Seaside Branch,Alexandria - Corniche,2.01047E+11,alex_guest45@mail.com,204,2025-11-15,,1
725,Luxor Nile Branch,Luxor - Nile Corniche,unknown,unknown,0,2025-11-15,,1
726,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
727,Aswan View Branch,Aswan - High Dam District,2.01075E+11,unknown,187,2025-11-15,,1
728,Downtown Branch,Cairo - Tahrir Square,2.01094E+11,contact_cairo@hotelchain.com,249,2025-11-15,,1
729,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,282,2025-11-15,,1
730,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
731,Giza Pyramids Branch,Giza - Haram Street,2.01099E+11,unknown,0,2025-11-15,,1
732,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
733,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,user733@example.com,437,2025-11-15,,1
734,Aswan View Branch,Aswan - High Dam District,unknown,unknown,0,2025-11-15,,1
735,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,0,2025-11-15,,1
736,Mansoura Center Branch,Mansoura - El Gomhouria St.,unknown,unknown,198,2025-11-15,,1
737,Giza Pyramids Branch,Giza - Haram Street,2.01035E+11,unknown,260,2025-11-15,,1
738,Alex Seaside Branch,Alexandria - Corniche,2.01066E+11,alex_guest45@mail.com,386,2025-11-15,,1
739,Downtown Branch,Cairo - Tahrir Square,unknown,unknown,0,2025-11-15,,1
740,Alex Seaside Branch,Alexandria - Corniche,unknown,alex_guest45@mail.com,355,2025-11-15,,1
741,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,145,2025-11-15,,1
742,Luxor Nile Branch,Luxor - Nile Corniche,unknown,unknown,0,2025-11-15,,1
743,Alex Seaside Branch,Alexandria - Corniche,2.01023E+11,user743@example.com,204,2025-11-15,,1
744,Aswan View Branch,Aswan - High Dam District,2.0105E+11,user744@example.com,424,2025-11-15,,1
745,Alex Seaside Branch,Alexandria - Corniche,2.01055E+11,user745@example.com,204,2025-11-15,,1
746,Aswan View Branch,Aswan - High Dam District,2.01021E+11,unknown,412,2025-11-15,,1
747,Aswan View Branch,Aswan - High Dam District,2.01019E+11,unknown,0,2025-11-15,,1
748,Luxor Nile Branch,Luxor - Nile Corniche,2.0108E+11,luxorbooking@hotelchain.com,0,2025-11-15,,1
749,Aswan View Branch,Aswan - High Dam District,unknown,unknown,323,2025-11-15,,1
750,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,0,2025-11-15,,1
751,Luxor Nile Branch,Luxor - Nile Corniche,2.01081E+11,user751@example.com,487,2025-11-15,,1
752,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
753,Alex Seaside Branch,Alexandria - Corniche,unknown,user753@example.com,192,2025-11-15,,1
754,Giza Pyramids Branch,Giza - Haram Street,unknown,user754@example.com,219,2025-11-15,,1
755,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,mansoura_guest88@gmail.com,0,2025-11-15,,1
756,Aswan View Branch,Aswan - High Dam District,unknown,user756@example.com,445,2025-11-15,,1
757,Alex Seaside Branch,Alexandria - Corniche,unknown,unknown,398,2025-11-15,,1
758,Downtown Branch,Cairo - Tahrir Square,2.0105E+11,user758@example.com,101,2025-11-15,,1
759,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,233,2025-11-15,,1
760,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,contact_cairo@hotelchain.com,101,2025-11-15,,1
761,Aswan View Branch,Aswan - High Dam District,unknown,user761@example.com,287,2025-11-15,,1
762,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,174,2025-11-15,,1
763,Aswan View Branch,Aswan - High Dam District,unknown,unknown,412,2025-11-15,,1
764,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,172,2025-11-15,,1
765,Aswan View Branch,Aswan - High Dam District,2.0105E+11,unknown,412,2025-11-15,,1
766,Giza Pyramids Branch,Giza - Haram Street,unknown,user766@example.com,0,2025-11-15,,1
767,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01088E+11,mansoura_guest88@gmail.com,110,2025-11-15,,1
768,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,user768@example.com,0,2025-11-15,,1
769,Alex Seaside Branch,Alexandria - Corniche,unknown,user769@example.com,0,2025-11-15,,1
770,Luxor Nile Branch,Luxor - Nile Corniche,unknown,unknown,316,2025-11-15,,1
771,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01057E+11,user771@example.com,0,2025-11-15,,1
772,Giza Pyramids Branch,Giza - Haram Street,unknown,unknown,307,2025-11-15,,1
773,Alex Seaside Branch,Alexandria - Corniche,2.0109E+11,user773@example.com,0,2025-11-15,,1
774,Luxor Nile Branch,Luxor - Nile Corniche,2.01067E+11,unknown,0,2025-11-15,,1
775,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,unknown,110,2025-11-15,,1
776,Downtown Branch,Cairo - Tahrir Square,2.01022E+11,unknown,287,2025-11-15,,1
777,Mansoura Center Branch,Mansoura - El Gomhouria St.,2.01078E+11,user777@example.com,0,2025-11-15,,1
