room_id,Branch_id,room_num,type,price,floor_num,status,guest_id,start_date,end_date,is_current
415,2,179,Family,323.0,11.0,Booked,0,2025-11-15,,1
416,2,359,Deluxe,220.0,10.0,Available,0,2025-11-15,,1
417,4,265,Suite,172.0,13.0,Available,0,2025-11-15,,1
418,5,311,Suite,98.0,3.0,Available,0,2025-11-15,,1
419,1,571,Double,341.0,0.0,Maintenance,816,2025-11-15,,1
420,6,409,Single,178.0,6.0,Available,0,2025-11-15,,1
421,1,762,Twin,256.0,3.0,Available,1536,2025-11-15,,1
422,4,765,Twin,82.0,10.0,unknown,0,2025-11-15,,1
423,6,607,Double,161.0,9.0,Booked,0,2025-11-15,,1
424,6,891,Twin,115.0,3.0,Booked,0,2025-11-15,,1
425,5,664,Family,261.0,7.0,Maintenance,0,2025-11-15,,1
426,6,888,Family,225.0,2.0,Maintenance,684,2025-11-15,,1
427,6,662,Family,297.0,6.0,Maintenance,0,2025-11-15,,1
428,4,656,Suite,261.0,12.0,Available,0,2025-11-15,,1
429,1,797,Family,257.0,4.0,Available,0,2025-11-15,,1
430,4,608,Family,343.0,12.0,Available,0,2025-11-15,,1
431,6,112,Twin,108.0,11.0,Booked,0,2025-11-15,,1
432,2,737,Double,80.0,3.0,Available,0,2025-11-15,,1
433,4,698,Twin,49.0,14.0,Booked,0,2025-11-15,,1
434,3,220,Single,58.0,11.0,Booked,0,2025-11-15,,1
435,4,160,Suite,161.0,5.0,Available,0,2025-11-15,,1
436,6,551,Suite,190.0,5.0,Booked,1878,2025-11-15,,1
437,4,630,Family,223.0,14.0,Available,0,2025-11-15,,1
438,5,834,Single,288.0,3.0,Available,1679,2025-11-15,,1
439,4,618,Twin,98.0,6.0,Booked,403,2025-11-15,,1
440,1,324,Single,123.0,4.0,Available,0,2025-11-15,,1
441,1,225,Suite,215.0,0.0,unknown,0,2025-11-15,,1
442,5,735,Suite,317.0,2.0,Available,0,2025-11-15,,1
443,2,404,Single,44.0,7.0,Booked,0,2025-11-15,,1
444,2,843,Deluxe,260.0,8.0,Available,0,2025-11-15,,1
445,1,956,Single,328.0,6.0,unknown,0,2025-11-15,,1
446,5,194,Family,272.0,4.0,Occupied,0,2025-11-15,,1
447,5,148,Deluxe,122.0,1.0,Available,0,2025-11-15,,1
448,5,316,Suite,150.0,10.0,Booked,0,2025-11-15,,1
449,1,496,Twin,45.0,11.0,Occupied,0,2025-11-15,,1
450,3,292,Suite,62.0,2.0,Available,0,2025-11-15,,1
451,3,405,Single,66.0,11.0,Cleaning,0,2025-11-15,,1
452,1,398,Family,276.0,4.0,Available,0,2025-11-15,,1
453,6,476,Twin,67.0,11.0,Available,0,2025-11-15,,1
454,4,819,Family,113.0,2.0,Booked,0,2025-11-15,,1
455,1,563,Double,59.0,15.0,Booked,0,2025-11-15,,1
456,6,753,Twin,60.0,15.0,Available,0,2025-11-15,,1
457,3,915,Double,216.0,11.0,Available,0,2025-11-15,,1
458,5,757,Twin,273.0,8.0,Available,0,2025-11-15,,1
459,3,181,Twin,242.0,4.0,Available,0,2025-11-15,,1
460,3,662,Suite,251.0,3.0,Booked,0,2025-11-15,,1
461,1,303,Family,307.0,8.0,Available,0,2025-11-15,,1
462,1,318,Family,59.0,12.0,Occupied,0,2025-11-15,,1
463,3,162,Suite,265.0,0.0,Available,256,2025-11-15,,1
464,3,298,Single,48.0,1.0,Available,0,2025-11-15,,1
465,6,189,Family,222.0,0.0,Available,0,2025-11-15,,1
466,5,395,Single,268.0,10.0,Occupied,0,2025-11-15,,1
467,1,603,Twin,191.0,9.0,Booked,193,2025-11-15,,1
468,5,378,Suite,158.0,10.0,Booked,1729,2025-11-15,,1
469,3,307,Family,274.0,2.0,Available,0,2025-11-15,,1
470,4,246,Twin,92.0,6.0,Available,0,2025-11-15,,1
471,3,805,Deluxe,162.0,7.0,Booked,861,2025-11-15,,1
472,3,208,Deluxe,107.0,10.0,Maintenance,0,2025-11-15,,1
473,6,801,Twin,118.0,4.0,Occupied,0,2025-11-15,,1
474,2,242,Twin,154.0,2.0,Maintenance,0,2025-11-15,,1
475,6,714,Family,206.0,3.0,Available,1107,2025-11-15,,1
476,1,652,Twin,283.0,7.0,Available,375,2025-11-15,,1
477,3,847,Single,215.0,6.0,Available,0,2025-11-15,,1
478,2,300,Twin,288.0,3.0,Occupied,1463,2025-11-15,,1
479,5,156,Suite,94.0,11.0,Cleaning,0,2025-11-15,,1
480,5,323,Suite,117.0,0.0,Booked,0,2025-11-15,,1
481,4,334,Twin,46.0,5.0,Maintenance,0,2025-11-15,,1
482,2,110,Suite,285.0,0.0,Available,1450,2025-11-15,,1
483,5,998,Single,194.0,0.0,Available,0,2025-11-15,,1
484,5,913,Suite,40.0,4.0,Maintenance,910,2025-11-15,,1
485,6,739,Suite,127.0,9.0,Booked,1546,2025-11-15,,1
486,6,666,Double,263.0,0.0,Booked,0,2025-11-15,,1
487,5,630,Twin,146.0,7.0,Available,0,2025-11-15,,1
488,5,211,Single,317.0,13.0,Available,0,2025-11-15,,1
489,4,996,Double,50.0,11.0,Available,0,2025-11-15,,1
490,2,283,Deluxe,215.0,15.0,Available,0,2025-11-15,,1
491,4,136,Suite,41.0,3.0,Booked,899,2025-11-15,,1
492,6,466,Single,259.0,9.0,Available,388,2025-11-15,,1
493,4,571,Twin,40.0,13.0,Occupied,0,2025-11-15,,1
494,5,488,Family,45.0,11.0,Available,752,2025-11-15,,1
495,5,281,Suite,323.0,0.0,Booked,0,2025-11-15,,1
496,5,309,Deluxe,126.0,13.0,Available,0,2025-11-15,,1
497,1,956,Twin,61.0,3.0,Available,0,2025-11-15,,1
498,2,595,Suite,337.0,14.0,Available,0,2025-11-15,,1
499,4,737,Suite,197.0,12.0,Maintenance,0,2025-11-15,,1
500,3,830,Family,158.0,5.0,Cleaning,0,2025-11-15,,1
501,1,240,Twin,284.0,14.0,Available,0,2025-11-15,,1
502,6,396,Single,176.0,0.0,Maintenance,767,2025-11-15,,1
503,1,102,Single,132.0,11.0,Available,0,2025-11-15,,1
504,2,765,Deluxe,243.0,12.0,Occupied,0,2025-11-15,,1
505,3,381,Suite,30.0,0.0,Booked,417,2025-11-15,,1
506,4,398,Double,213.0,4.0,Available,0,2025-11-15,,1
507,3,859,Family,219.0,8.0,Booked,0,2025-11-15,,1
508,6,977,Double,115.0,15.0,Available,0,2025-11-15,,1
509,4,369,Deluxe,340.0,5.0,Available,0,2025-11-15,,1
510,6,532,Suite,242.0,4.0,Available,0,2025-11-15,,1
511,2,592,Twin,117.0,1.0,Available,0,2025-11-15,,1
512,2,228,Deluxe,56.0,3.0,Available,1969,2025-11-15,,1
513,3,608,Single,291.0,7.0,Available,0,2025-11-15,,1
514,4,496,Single,312.0,13.0,Available,0,2025-11-15,,1
515,1,271,Suite,34.0,3.0,Booked,679,2025-11-15,,1
516,3,328,Double,239.0,11.0,Maintenance,0,2025-11-15,,1
517,3,918,Suite,111.0,5.0,unknown,451,2025-11-15,,1
518,4,322,Suite,207.0,4.0,Booked,227,2025-11-15,,1
519,3,264,Twin,144.0,13.0,Available,0,2025-11-15,,1
520,1,790,Single,335.0,6.0,Available,0,2025-11-15,,1
521,2,616,Twin,100.0,5.0,Available,0,2025-11-15,,1
522,6,166,Single,348.0,9.0,Booked,0,2025-11-15,,1
523,2,753,Twin,227.0,12.0,Available,0,2025-11-15,,1
524,2,777,Deluxe,122.0,6.0,Booked,0,2025-11-15,,1
525,3,659,Family,48.0,1.0,Booked,0,2025-11-15,,1
526,5,530,Twin,98.0,0.0,Available,1754,2025-11-15,,1
527,6,854,Family,302.0,8.0,Available,1893,2025-11-15,,1
528,4,806,Deluxe,204.0,12.0,Available,1578,2025-11-15,,1
529,2,509,Family,298.0,13.0,Occupied,0,2025-11-15,,1
530,2,688,Deluxe,147.0,7.0,Available,0,2025-11-15,,1
531,2,636,Twin,144.0,7.0,Occupied,0,2025-11-15,,1
532,1,203,Deluxe,152.0,15.0,Booked,0,2025-11-15,,1
533,2,941,Suite,58.0,11.0,Available,0,2025-11-15,,1
534,2,835,Family,114.0,15.0,Available,0,2025-11-15,,1
535,1,278,Single,219.0,0.0,unknown,147,2025-11-15,,1
536,4,368,Double,170.0,7.0,Occupied,1468,2025-11-15,,1
537,1,575,Family,188.0,0.0,Maintenance,0,2025-11-15,,1
538,1,129,Deluxe,222.0,11.0,Available,0,2025-11-15,,1
539,6,907,Double,55.0,15.0,Available,0,2025-11-15,,1
540,3,606,Double,183.0,4.0,Booked,2,2025-11-15,,1
541,1,405,Suite,108.0,11.0,Booked,0,2025-11-15,,1
542,3,175,Deluxe,343.0,1.0,Available,0,2025-11-15,,1
543,4,877,Double,154.0,5.0,Booked,0,2025-11-15,,1
544,1,222,Suite,332.0,3.0,Booked,0,2025-11-15,,1
545,1,401,Family,35.0,1.0,Booked,0,2025-11-15,,1
546,2,540,Double,242.0,8.0,Available,0,2025-11-15,,1
547,3,501,Twin,282.0,9.0,Available,0,2025-11-15,,1
548,4,534,Deluxe,347.0,3.0,Available,0,2025-11-15,,1
549,3,240,Twin,214.0,15.0,Available,1031,2025-11-15,,1
550,2,779,Twin,301.0,4.0,Available,0,2025-11-15,,1
551,6,596,Double,330.0,7.0,Occupied,0,2025-11-15,,1
552,5,634,Single,184.0,2.0,Available,1512,2025-11-15,,1
553,3,441,Twin,253.0,12.0,Available,431,2025-11-15,,1
554,3,379,Single,67.0,9.0,Available,1139,2025-11-15,,1
555,4,145,Suite,159.0,2.0,Available,0,2025-11-15,,1
556,5,406,Twin,214.0,13.0,Booked,0,2025-11-15,,1
557,5,133,Double,233.0,9.0,unknown,1981,2025-11-15,,1
558,1,103,Double,187.0,10.0,Booked,1278,2025-11-15,,1
559,3,890,Deluxe,258.0,5.0,Occupied,902,2025-11-15,,1
560,3,810,Deluxe,138.0,8.0,Available,0,2025-11-15,,1
561,1,595,Double,281.0,0.0,unknown,0,2025-11-15,,1
562,6,406,Single,340.0,9.0,Booked,0,2025-11-15,,1
563,1,961,Twin,343.0,6.0,Occupied,635,2025-11-15,,1
564,6,567,Suite,124.0,4.0,Maintenance,1090,2025-11-15,,1
565,1,562,Twin,275.0,5.0,Maintenance,0,2025-11-15,,1
566,4,391,Family,138.0,10.0,Available,0,2025-11-15,,1
567,3,954,Deluxe,57.0,8.0,Cleaning,0,2025-11-15,,1
568,3,356,Suite,316.0,8.0,Available,1047,2025-11-15,,1
569,3,254,Family,130.0,15.0,Available,0,2025-11-15,,1
570,1,225,Double,260.0,6.0,Available,0,2025-11-15,,1
571,4,724,Single,153.0,0.0,Available,0,2025-11-15,,1
572,6,747,Suite,252.0,0.0,Occupied,0,2025-11-15,,1
573,6,506,Family,32.0,4.0,Occupied,559,2025-11-15,,1
574,5,232,Suite,48.0,7.0,Available,0,2025-11-15,,1
575,4,670,Single,77.0,14.0,Available,1001,2025-11-15,,1
576,5,118,Twin,310.0,3.0,Available,0,2025-11-15,,1
577,3,709,Double,39.0,9.0,Booked,837,2025-11-15,,1
578,1,285,Deluxe,62.0,7.0,Maintenance,0,2025-11-15,,1
579,5,851,Deluxe,174.0,15.0,Booked,0,2025-11-15,,1
580,3,514,Twin,196.0,13.0,Available,63,2025-11-15,,1
581,4,458,Suite,281.0,2.0,Booked,0,2025-11-15,,1
582,2,434,Deluxe,83.0,4.0,Available,0,2025-11-15,,1
583,3,278,Twin,83.0,5.0,unknown,0,2025-11-15,,1
584,3,847,Family,315.0,12.0,Available,1891,2025-11-15,,1
585,2,103,Twin,103.0,5.0,Booked,435,2025-11-15,,1
586,5,518,Family,80.0,6.0,Available,312,2025-11-15,,1
587,3,705,Single,137.0,11.0,Maintenance,0,2025-11-15,,1
588,2,214,Family,70.0,12.0,Available,0,2025-11-15,,1
589,2,529,Deluxe,300.0,15.0,Available,108,2025-11-15,,1
590,1,807,Suite,290.0,4.0,unknown,0,2025-11-15,,1
591,2,996,Single,207.0,10.0,Available,0,2025-11-15,,1
592,3,769,Double,115.0,14.0,Available,855,2025-11-15,,1
593,5,768,Family,171.0,8.0,Available,1991,2025-11-15,,1
594,5,139,Double,156.0,14.0,Available,0,2025-11-15,,1
595,3,773,Twin,55.0,15.0,Available,0,2025-11-15,,1
596,3,999,Single,262.0,5.0,Available,0,2025-11-15,,1
597,3,303,Double,149.0,9.0,Available,0,2025-11-15,,1
598,2,287,Twin,338.0,15.0,Available,0,2025-11-15,,1
599,3,517,Double,338.0,7.0,Available,0,2025-11-15,,1
600,3,610,Single,301.0,8.0,Available,0,2025-11-15,,1
601,6,808,Twin,266.0,11.0,Booked,1087,2025-11-15,,1
602,3,693,Suite,343.0,5.0,Available,0,2025-11-15,,1
603,6,921,Suite,141.0,6.0,Maintenance,1188,2025-11-15,,1
604,2,969,Double,246.0,11.0,Available,0,2025-11-15,,1
605,1,804,Double,208.0,2.0,Available,0,2025-11-15,,1
606,5,966,Single,82.0,7.0,Available,0,2025-11-15,,1
607,1,271,Twin,321.0,1.0,Available,1693,2025-11-15,,1
608,1,877,Double,338.0,9.0,Available,812,2025-11-15,,1
609,5,261,Suite,67.0,0.0,Available,0,2025-11-15,,1
610,2,563,Family,59.0,9.0,Booked,0,2025-11-15,,1
611,5,702,Deluxe,203.0,6.0,Booked,0,2025-11-15,,1
612,6,755,Deluxe,307.0,5.0,Booked,0,2025-11-15,,1
613,4,121,Double,140.0,7.0,Booked,0,2025-11-15,,1
614,6,370,Single,64.0,0.0,Available,0,2025-11-15,,1
615,6,609,Suite,94.0,2.0,Available,1715,2025-11-15,,1
616,4,660,Family,259.0,5.0,Available,0,2025-11-15,,1
617,4,719,Single,302.0,4.0,Available,0,2025-11-15,,1
618,6,786,Single,76.0,11.0,Available,0,2025-11-15,,1
619,3,287,Family,347.0,1.0,Available,0,2025-11-15,,1
620,1,298,Double,188.0,15.0,Available,0,2025-11-15,,1
621,1,510,Deluxe,165.0,4.0,unknown,1820,2025-11-15,,1
622,6,899,Twin,231.0,5.0,Available,0,2025-11-15,,1
623,6,562,Single,242.0,3.0,Available,370,2025-11-15,,1
624,1,735,Deluxe,312.0,12.0,Available,0,2025-11-15,,1
625,5,536,Deluxe,79.0,3.0,Available,0,2025-11-15,,1
626,5,988,Twin,60.0,12.0,Booked,1622,2025-11-15,,1
627,4,745,Double,244.0,11.0,Occupied,0,2025-11-15,,1
628,2,901,Family,112.0,15.0,Available,0,2025-11-15,,1
629,4,995,Single,57.0,9.0,Available,0,2025-11-15,,1
630,3,410,Deluxe,287.0,8.0,Maintenance,202,2025-11-15,,1
631,2,703,Double,311.0,15.0,Occupied,0,2025-11-15,,1
632,5,262,Deluxe,327.0,10.0,Occupied,0,2025-11-15,,1
633,5,715,Deluxe,198.0,9.0,Maintenance,1556,2025-11-15,,1
634,3,629,Twin,239.0,6.0,Available,1655,2025-11-15,,1
635,6,957,Suite,93.0,1.0,Booked,0,2025-11-15,,1
636,5,637,Twin,229.0,13.0,Booked,0,2025-11-15,,1
637,6,351,Twin,231.0,3.0,Available,0,2025-11-15,,1
638,1,920,Double,74.0,1.0,Available,0,2025-11-15,,1
639,2,280,Double,190.0,6.0,Available,1263,2025-11-15,,1
640,3,324,Twin,227.0,11.0,Available,0,2025-11-15,,1
641,3,117,Suite,48.0,10.0,Available,0,2025-11-15,,1
642,4,724,Twin,116.0,14.0,Available,0,2025-11-15,,1
643,2,846,Family,272.0,6.0,Available,0,2025-11-15,,1
644,6,929,Family,112.0,13.0,Booked,0,2025-11-15,,1
645,6,650,Deluxe,295.0,9.0,Available,0,2025-11-15,,1
646,6,898,Family,317.0,9.0,Available,166,2025-11-15,,1
647,1,109,Twin,282.0,15.0,Available,1355,2025-11-15,,1
648,6,689,Twin,70.0,14.0,Booked,0,2025-11-15,,1
649,4,894,Deluxe,30.0,12.0,Booked,0,2025-11-15,,1
650,2,842,Deluxe,286.0,15.0,Available,1162,2025-11-15,,1
651,6,543,Single,62.0,4.0,Available,0,2025-11-15,,1
652,1,729,Family,204.0,1.0,Booked,0,2025-11-15,,1
653,4,166,Family,183.0,13.0,Cleaning,565,2025-11-15,,1
654,1,654,Twin,140.0,6.0,Available,76,2025-11-15,,1
655,4,216,Double,257.0,3.0,Booked,229,2025-11-15,,1
656,4,389,Twin,45.0,11.0,Available,1064,2025-11-15,,1
657,3,123,Twin,56.0,8.0,Available,95,2025-11-15,,1
658,4,337,Family,60.0,15.0,Available,1726,2025-11-15,,1
659,6,355,Family,173.0,7.0,Available,1459,2025-11-15,,1
660,3,438,Double,232.0,5.0,Available,0,2025-11-15,,1
661,3,568,Single,333.0,3.0,Available,0,2025-11-15,,1
662,6,262,Suite,232.0,7.0,Available,0,2025-11-15,,1
663,2,127,Single,228.0,3.0,Available,0,2025-11-15,,1
664,1,752,Double,169.0,9.0,Maintenance,0,2025-11-15,,1
665,1,399,Suite,309.0,5.0,Booked,0,2025-11-15,,1
666,1,863,Double,306.0,15.0,Booked,0,2025-11-15,,1
667,3,884,Family,244.0,4.0,Available,0,2025-11-15,,1
668,6,359,Suite,274.0,9.0,Available,0,2025-11-15,,1
669,6,114,Suite,306.0,5.0,Booked,0,2025-11-15,,1
670,1,130,Suite,75.0,12.0,Available,0,2025-11-15,,1
671,3,863,Double,32.0,12.0,Booked,0,2025-11-15,,1
672,5,234,Double,64.0,5.0,Available,606,2025-11-15,,1
673,1,172,Twin,285.0,6.0,Available,0,2025-11-15,,1
674,5,477,Double,96.0,11.0,Available,0,2025-11-15,,1
675,1,263,Single,286.0,14.0,Maintenance,0,2025-11-15,,1
676,3,421,Deluxe,110.0,2.0,Available,0,2025-11-15,,1
677,2,102,Twin,75.0,1.0,Available,1212,2025-11-15,,1
678,4,623,Twin,38.0,13.0,Available,0,2025-11-15,,1
679,4,637,Suite,169.0,2.0,unknown,1224,2025-11-15,,1
680,6,506,Double,212.0,11.0,Available,0,2025-11-15,,1
681,2,470,Deluxe,116.0,7.0,Available,0,2025-11-15,,1
682,4,205,Double,265.0,6.0,Available,0,2025-11-15,,1
683,5,354,Family,37.0,6.0,Available,0,2025-11-15,,1
684,2,829,Family,270.0,10.0,Booked,0,2025-11-15,,1
685,5,299,Double,235.0,5.0,Available,0,2025-11-15,,1
686,5,854,Single,212.0,14.0,Available,0,2025-11-15,,1
687,1,655,Deluxe,298.0,12.0,Booked,0,2025-11-15,,1
688,4,750,Deluxe,83.0,5.0,Available,0,2025-11-15,,1
689,6,556,Single,295.0,4.0,Available,0,2025-11-15,,1
690,6,903,Deluxe,205.0,8.0,Available,1183,2025-11-15,,1
691,6,333,Single,93.0,0.0,Maintenance,1390,2025-11-15,,1
692,6,376,Twin,141.0,5.0,Available,1712,2025-11-15,,1
693,4,883,Family,314.0,13.0,Available,0,2025-11-15,,1
694,6,305,Suite,211.0,4.0,Booked,0,2025-11-15,,1
695,4,282,Suite,279.0,0.0,Maintenance,0,2025-11-15,,1
696,5,982,Suite,289.0,11.0,Available,0,2025-11-15,,1
697,3,348,Double,333.0,9.0,Available,0,2025-11-15,,1
698,1,295,Twin,31.0,1.0,Available,333,2025-11-15,,1
699,3,424,Single,68.0,8.0,Booked,1314,2025-11-15,,1
700,1,401,Single,240.0,14.0,Occupied,0,2025-11-15,,1
701,6,487,Family,82.0,12.0,Booked,1057,2025-11-15,,1
702,6,704,Twin,343.0,10.0,Booked,297,2025-11-15,,1
703,3,536,Suite,135.0,6.0,Booked,0,2025-11-15,,1
704,4,916,Suite,273.0,12.0,Available,0,2025-11-15,,1
705,6,275,Family,306.0,0.0,Available,0,2025-11-15,,1
706,6,389,Family,174.0,7.0,Available,0,2025-11-15,,1
707,5,179,Twin,39.0,14.0,Cleaning,0,2025-11-15,,1
708,4,628,Single,63.0,10.0,Available,0,2025-11-15,,1
709,1,262,Double,160.0,5.0,Booked,0,2025-11-15,,1
710,4,625,Suite,107.0,10.0,Cleaning,838,2025-11-15,,1
711,3,731,Deluxe,277.0,0.0,Booked,0,2025-11-15,,1
712,1,215,Twin,107.0,12.0,Available,0,2025-11-15,,1
713,6,608,Single,103.0,6.0,Available,603,2025-11-15,,1
714,3,752,Twin,333.0,14.0,Available,0,2025-11-15,,1
715,6,680,Twin,237.0,9.0,Maintenance,0,2025-11-15,,1
716,6,139,Twin,350.0,9.0,Booked,468,2025-11-15,,1
717,1,591,Family,238.0,8.0,Available,0,2025-11-15,,1
718,5,416,Deluxe,237.0,12.0,Booked,1636,2025-11-15,,1
719,3,102,Single,325.0,3.0,Available,832,2025-11-15,,1
720,5,914,Single,280.0,15.0,Available,0,2025-11-15,,1
721,2,913,Deluxe,249.0,3.0,Available,0,2025-11-15,,1
722,3,939,Double,349.0,11.0,Booked,1781,2025-11-15,,1
723,6,662,Twin,114.0,0.0,Maintenance,116,2025-11-15,,1
724,6,331,Twin,198.0,2.0,Booked,0,2025-11-15,,1
725,1,543,Single,124.0,9.0,Occupied,0,2025-11-15,,1
726,4,631,Family,243.0,0.0,Maintenance,0,2025-11-15,,1
727,2,264,Family,159.0,2.0,Available,0,2025-11-15,,1
728,4,169,Deluxe,130.0,6.0,Available,0,2025-11-15,,1
729,5,767,Family,169.0,15.0,Booked,0,2025-11-15,,1
730,6,677,Double,179.0,13.0,Available,0,2025-11-15,,1
731,5,450,Single,190.0,11.0,Booked,1886,2025-11-15,,1
732,3,504,Deluxe,277.0,2.0,Booked,0,2025-11-15,,1
733,1,671,Single,84.0,11.0,Cleaning,0,2025-11-15,,1
734,5,631,Twin,162.0,2.0,Booked,0,2025-11-15,,1
735,5,545,Double,182.0,2.0,Available,0,2025-11-15,,1
736,6,470,Suite,292.0,3.0,Booked,0,2025-11-15,,1
737,5,646,Twin,152.0,10.0,Booked,0,2025-11-15,,1
738,1,287,Suite,349.0,7.0,Booked,0,2025-11-15,,1
739,6,439,Suite,43.0,15.0,Available,0,2025-11-15,,1
740,4,253,Family,34.0,13.0,Available,1666,2025-11-15,,1
741,3,516,Single,196.0,1.0,Available,0,2025-11-15,,1
742,4,133,Double,271.0,4.0,Available,237,2025-11-15,,1
743,2,431,Single,142.0,8.0,Booked,0,2025-11-15,,1
744,2,994,Family,263.0,12.0,Available,0,2025-11-15,,1
745,5,889,Deluxe,273.0,2.0,unknown,0,2025-11-15,,1
746,6,808,Double,212.0,7.0,Booked,0,2025-11-15,,1
747,2,837,Single,338.0,12.0,Booked,0,2025-11-15,,1
748,3,860,Suite,274.0,15.0,Available,1098,2025-11-15,,1
749,1,736,Twin,161.0,10.0,unknown,0,2025-11-15,,1
750,3,526,Twin,302.0,0.0,Booked,1332,2025-11-15,,1
751,3,167,Suite,133.0,6.0,Booked,0,2025-11-15,,1
752,5,942,Double,97.0,3.0,Booked,648,2025-11-15,,1
753,2,998,Suite,314.0,6.0,Maintenance,82,2025-11-15,,1
754,6,108,Deluxe,151.0,6.0,Available,0,2025-11-15,,1
755,3,213,Family,47.0,12.0,unknown,0,2025-11-15,,1
756,4,204,Single,276.0,2.0,Available,1337,2025-11-15,,1
757,5,378,Suite,85.0,15.0,Available,0,2025-11-15,,1
758,6,187,Suite,253.0,9.0,Available,0,2025-11-15,,1
759,1,131,Family,147.0,7.0,Cleaning,591,2025-11-15,,1
760,4,758,Family,339.0,9.0,Available,0,2025-11-15,,1
761,6,984,Single,32.0,0.0,Available,0,2025-11-15,,1
762,6,895,Family,39.0,4.0,Available,0,2025-11-15,,1
763,3,123,Deluxe,31.0,2.0,Available,1437,2025-11-15,,1
764,1,962,Double,36.0,0.0,Occupied,0,2025-11-15,,1
765,4,256,Single,255.0,13.0,Booked,0,2025-11-15,,1
766,4,395,Twin,44.0,1.0,Booked,659,2025-11-15,,1
767,6,684,Suite,290.0,12.0,unknown,0,2025-11-15,,1
768,1,200,Twin,316.0,8.0,Available,0,2025-11-15,,1
769,5,714,Family,255.0,12.0,Available,1564,2025-11-15,,1
770,3,817,Twin,219.0,11.0,Available,0,2025-11-15,,1
771,6,565,Suite,189.0,2.0,Occupied,0,2025-11-15,,1
772,2,308,Single,191.0,3.0,Available,495,2025-11-15,,1
773,3,521,Single,268.0,11.0,Available,0,2025-11-15,,1
774,1,177,Suite,259.0,10.0,Available,1550,2025-11-15,,1
775,1,940,Family,61.0,15.0,Available,0,2025-11-15,,1
776,5,148,Twin,336.0,10.0,Available,0,2025-11-15,,1
777,1,641,Deluxe,46.0,8.0,Available,0,2025-11-15,,1
778,5,276,Single,297.0,5.0,Available,1319,2025-11-15,,1
779,3,997,Suite,304.0,15.0,Available,1608,2025-11-15,,1
780,6,270,Family,176.0,14.0,Available,0,2025-11-15,,1
781,6,327,Deluxe,142.0,8.0,Available,0,2025-11-15,,1
782,2,848,Twin,274.0,15.0,Occupied,898,2025-11-15,,1
783,1,622,Single,142.0,4.0,Available,0,2025-11-15,,1
784,6,596,Twin,322.0,8.0,Available,0,2025-11-15,,1
785,5,922,Suite,248.0,5.0,Occupied,0,2025-11-15,,1
786,1,534,Deluxe,252.0,11.0,unknown,991,2025-11-15,,1
787,6,442,Family,319.0,14.0,unknown,0,2025-11-15,,1
788,6,986,Single,117.0,8.0,Available,0,2025-11-15,,1
789,1,339,Twin,194.0,9.0,Available,0,2025-11-15,,1
790,3,812,Family,320.0,8.0,Available,0,2025-11-15,,1
791,3,812,Twin,248.0,0.0,Available,638,2025-11-15,,1
792,6,739,Suite,106.0,8.0,Available,0,2025-11-15,,1
793,5,238,Deluxe,320.0,6.0,Available,1094,2025-11-15,,1
794,5,849,Twin,251.0,2.0,Available,0,2025-11-15,,1
795,2,649,Family,37.0,11.0,Available,0,2025-11-15,,1
796,3,112,Suite,73.0,13.0,Booked,141,2025-11-15,,1
797,5,373,Twin,131.0,2.0,Available,0,2025-11-15,,1
798,3,433,Suite,48.0,14.0,Booked,0,2025-11-15,,1
799,2,214,Double,311.0,8.0,Available,0,2025-11-15,,1
800,4,619,Family,252.0,0.0,Available,0,2025-11-15,,1
801,3,428,Suite,274.0,3.0,unknown,0,2025-11-15,,1
802,3,238,Twin,339.0,14.0,Available,0,2025-11-15,,1
803,2,476,Single,338.0,10.0,Available,0,2025-11-15,,1
804,3,296,Deluxe,102.0,15.0,Available,0,2025-11-15,,1
805,3,224,Suite,100.0,0.0,Available,0,2025-11-15,,1
806,2,645,Family,84.0,3.0,Available,0,2025-11-15,,1
807,1,278,Double,261.0,11.0,Occupied,178,2025-11-15,,1
808,6,385,Double,93.0,2.0,Available,0,2025-11-15,,1
809,3,475,Single,129.0,7.0,Available,1540,2025-11-15,,1
810,5,791,Twin,50.0,3.0,Available,0,2025-11-15,,1
811,6,643,Deluxe,57.0,15.0,Booked,0,2025-11-15,,1
812,2,463,Suite,316.0,13.0,Booked,424,2025-11-15,,1
813,2,267,Double,319.0,14.0,Available,0,2025-11-15,,1
814,4,773,Deluxe,343.0,7.0,Booked,0,2025-11-15,,1
815,5,328,Single,241.0,3.0,Available,59,2025-11-15,,1
816,3,267,Twin,100.0,11.0,Available,1972,2025-11-15,,1
817,3,686,Twin,322.0,5.0,Maintenance,1807,2025-11-15,,1
818,1,653,Double,191.0,12.0,Available,0,2025-11-15,,1
819,4,377,Deluxe,285.0,5.0,Available,0,2025-11-15,,1
820,5,708,Family,211.0,11.0,Available,0,2025-11-15,,1
821,1,764,Deluxe,64.0,13.0,Maintenance,0,2025-11-15,,1
822,6,544,Double,100.0,7.0,Maintenance,0,2025-11-15,,1
823,5,276,Single,92.0,11.0,Available,0,2025-11-15,,1
824,1,297,Family,35.0,11.0,Booked,0,2025-11-15,,1
825,2,573,Deluxe,78.0,13.0,Occupied,0,2025-11-15,,1
826,1,952,Suite,190.0,6.0,Available,0,2025-11-15,,1
827,4,473,Deluxe,267.0,1.0,Maintenance,0,2025-11-15,,1
828,4,975,Twin,122.0,6.0,Cleaning,0,2025-11-15,,1
