booking_id,guest_id,room_id,check_in,check_out,payment,booking_date,Branch_id
409,44,736,1/19/2025,1/22/2025,750.33,1/9/2025,6
410,1853,1155,11/19/2024,11/21/2024,746.69,10/20/2024,5
411,1476,1911,12/27/2024,12/31/2024,,12/19/2024,4
412,1388,1285,4/1/2025,4/10/2025,1079.99,,2
413,289,1117,2/10/2025,2/23/2025,484.55,2/2/2025,6
414,729,1730,9/17/2025,10/1/2025,3801.64,9/11/2025,1
415,1060,1762,9/17/2025,10/1/2025,1760.65,9/5/2025,3
416,1112,1110,10/16/2024,10/22/2024,368.65,9/16/2024,4
417,171,1293,6/5/2025,6/10/2025,458.05,6/1/2025,5
418,1712,391,7/18/2025,7/20/2025,529.1,6/23/2025,2
419,1506,546,6/13/2025,6/19/2025,1408.63,6/12/2025,2
420,143,1522,10/2/2025,10/3/2025,187.16,9/30/2025,4
421,255,398,7/29/2025,8/10/2025,685.7,7/27/2025,2
422,1203,1450,7/16/2025,7/21/2025,1558.16,6/26/2025,5
423,543,1170,4/3/2025,4/6/2025,150.22,3/6/2025,4
424,319,400,8/23/2025,9/2/2025,2548.94,8/5/2025,1
425,676,1137,2/18/2025,2/27/2025,1852.32,1/19/2025,6
426,1823,202,9/11/2024,9/23/2024,2610.49,9/10/2024,4
427,358,787,5/23/2025,5/25/2025,,4/28/2025,6
428,101,1067,12/25/2024,1/4/2025,1234.59,12/25/2024,4
429,1031,596,12/14/2024,12/25/2024,2949.76,12/3/2024,3
430,507,1839,9/20/2024,9/26/2024,1711.41,8/30/2024,5
431,1940,1071,6/25/2025,6/28/2025,,6/10/2025,5
432,1821,394,10/5/2025,10/11/2025,1078.57,10/5/2025,1
433,1970,496,3/10/2025,3/24/2025,1574.23,3/10/2025,5
434,1575,1379,10/19/2024,10/22/2024,339.9,9/21/2024,2
435,24,1499,5/26/2025,6/6/2025,3005.82,5/4/2025,3
436,921,1903,5/2/2025,5/7/2025,580.71,4/24/2025,2
437,562,1184,8/24/2025,8/26/2025,453.02,7/29/2025,6
438,1099,1072,7/6/2025,7/18/2025,2988.79,6/29/2025,1
439,720,1940,12/14/2024,12/24/2024,519.32,12/6/2024,6
440,289,850,3/24/2025,4/1/2025,230.75,2/25/2025,2
441,982,982,3/15/2025,3/18/2025,937.22,2/15/2025,6
442,590,962,9/14/2024,9/21/2024,2257.66,8/23/2024,2
443,1420,1785,6/20/2025,7/1/2025,1351.97,5/26/2025,4
444,1100,1047,9/27/2024,10/7/2024,3328.85,9/21/2024,4
445,1709,1548,11/17/2024,11/22/2024,1367.48,11/6/2024,2
446,1967,907,10/29/2024,11/7/2024,781.73,10/26/2024,6
447,1987,1869,12/15/2024,12/24/2024,2037.59,11/21/2024,5
448,1164,358,10/10/2024,10/13/2024,885.77,9/26/2024,2
449,938,1245,1/5/2025,1/7/2025,218.5,12/14/2024,6
450,1275,165,12/15/2024,12/29/2024,2212.51,12/5/2024,6
451,1465,1739,2/24/2025,3/9/2025,2101.06,2/10/2025,5
452,1626,325,9/14/2024,9/18/2024,217.47,8/20/2024,1
453,1083,138,4/23/2025,4/29/2025,852.15,4/2/2025,4
454,1164,24,1/3/2025,1/6/2025,259.83,12/15/2024,1
455,648,604,8/9/2025,8/18/2025,2949.14,7/27/2025,2
456,1331,1874,9/19/2024,10/3/2024,5392.75,9/19/2024,2
457,1280,369,9/27/2024,10/5/2024,820.63,9/3/2024,2
458,1715,1877,9/8/2025,9/9/2025,318.31,8/11/2025,3
459,1469,1087,10/27/2024,11/8/2024,3325.93,10/3/2024,6
460,273,1500,5/26/2025,5/28/2025,600.06,5/16/2025,1
461,1491,144,7/29/2025,8/1/2025,226.23,7/8/2025,3
462,1501,1112,4/26/2025,4/28/2025,573.93,3/29/2025,6
463,427,512,5/26/2025,6/5/2025,693.83,5/16/2025,2
464,632,295,5/29/2025,6/12/2025,864.9,,4
465,665,953,4/28/2025,5/1/2025,293.21,4/9/2025,1
466,1796,1041,2/5/2025,2/7/2025,494.32,1/12/2025,6
467,1830,272,6/16/2025,6/26/2025,2433.63,6/1/2025,3
468,1568,1430,3/1/2025,3/4/2025,533.84,2/9/2025,5
469,1344,1651,2/3/2025,2/16/2025,1176.71,1/13/2025,2
470,1064,888,9/5/2024,9/13/2024,2357.38,8/25/2024,4
471,1871,1573,12/23/2024,1/3/2025,3080.42,11/24/2024,1
472,1265,563,9/1/2025,9/10/2025,2960.71,8/6/2025,1
473,318,1624,2/5/2025,2/16/2025,3694.9,2/1/2025,3
474,1782,906,11/11/2024,11/16/2024,408.72,11/6/2024,2
475,944,253,10/14/2024,10/27/2024,1566.31,9/22/2024,6
476,793,325,5/19/2025,6/1/2025,752.61,4/24/2025,1
477,1220,1463,7/25/2025,8/4/2025,534.44,6/28/2025,1
478,912,326,2/11/2025,2/18/2025,2175.87,2/5/2025,4
479,1370,928,4/16/2025,4/22/2025,2121.01,4/8/2025,3
480,971,679,6/25/2025,7/3/2025,1454.46,6/16/2025,4
481,750,1479,3/13/2025,3/24/2025,4423.55,3/8/2025,6
482,1981,1818,2/4/2025,2/13/2025,2781.65,1/17/2025,4
483,694,927,1/25/2025,1/29/2025,1579.35,1/2/2025,2
484,49,1246,9/21/2025,9/27/2025,2513.11,9/20/2025,4
485,1823,1652,6/4/2025,6/8/2025,982.97,5/18/2025,3
486,231,1313,11/20/2024,11/29/2024,1160.47,11/8/2024,3
487,1041,1094,9/2/2025,9/15/2025,1253.4,9/2/2025,1
488,1283,1756,2/16/2025,2/17/2025,262.92,1/30/2025,2
489,618,1545,7/28/2025,7/31/2025,155.18,7/4/2025,5
490,1576,808,4/23/2025,4/24/2025,,3/27/2025,6
491,1546,1814,4/6/2025,4/9/2025,343.01,3/23/2025,4
492,1498,1643,4/23/2025,4/24/2025,,3/28/2025,6
493,90,1351,11/29/2024,12/2/2024,646.36,11/7/2024,6
494,1339,1061,1/14/2025,1/19/2025,447.15,12/27/2024,2
495,1977,206,3/19/2025,3/31/2025,1800.3,3/7/2025,1
496,1298,510,8/8/2025,8/15/2025,2173.58,7/24/2025,6
497,72,557,2/1/2025,2/12/2025,2795.49,1/13/2025,5
498,1744,1563,2/10/2025,2/20/2025,1587.03,1/24/2025,3
499,1082,1965,5/19/2025,5/29/2025,686.2,5/14/2025,5
500,1562,535,8/22/2025,9/2/2025,3144.35,8/12/2025,1
501,1248,65,11/30/2024,12/6/2024,1662.79,11/24/2024,4
502,1634,588,3/21/2025,3/25/2025,356.43,3/2/2025,2
503,1022,1218,2/26/2025,3/11/2025,2144.19,1/31/2025,4
504,1474,197,7/17/2025,7/23/2025,1647.65,7/4/2025,4
505,1962,1090,9/2/2024,9/5/2024,,8/31/2024,4
506,630,660,10/21/2024,11/4/2024,3071.48,10/21/2024,3
507,917,1327,12/21/2024,12/28/2024,2161.7,12/14/2024,3
508,285,13,5/26/2025,5/30/2025,747.68,5/24/2025,3
509,542,954,9/4/2025,9/9/2025,740.14,8/25/2025,4
510,1115,552,10/6/2024,10/17/2024,2405.08,9/25/2024,5
511,1796,230,12/8/2024,12/19/2024,3188.89,12/7/2024,4
512,1826,1830,6/30/2025,7/6/2025,2268.9,6/19/2025,1
513,1295,940,3/14/2025,3/18/2025,955.85,3/4/2025,2
514,1603,652,9/22/2024,10/1/2024,1982.71,9/8/2024,1
515,914,1150,10/12/2024,10/23/2024,1286.71,10/9/2024,2
516,945,418,10/8/2024,10/11/2024,349.73,9/11/2024,5
517,571,1203,5/5/2025,5/16/2025,1978.29,4/21/2025,4
518,1580,1680,7/3/2025,7/4/2025,317.97,6/16/2025,2
519,61,270,6/5/2025,6/13/2025,1568.65,5/16/2025,3
520,49,1987,11/8/2024,11/14/2024,1343.98,10/9/2024,3
521,1613,131,9/18/2025,9/24/2025,2037.02,8/20/2025,5
522,480,1133,3/22/2025,4/1/2025,3160,3/5/2025,4
523,1237,310,1/19/2025,2/2/2025,,1/1/2025,3
524,1863,1639,12/31/2024,1/1/2025,282.35,12/4/2024,1
525,1941,328,8/12/2025,8/19/2025,690.37,7/21/2025,1
526,1085,1917,9/21/2025,9/30/2025,801.21,9/14/2025,1
527,810,19,2/25/2025,3/7/2025,4395.35,2/18/2025,4
528,311,601,6/7/2025,6/10/2025,753,6/4/2025,6
529,538,24,2/10/2025,2/24/2025,1290.61,2/3/2025,1
530,1638,1637,8/17/2025,8/24/2025,899.77,7/20/2025,3
531,1364,1630,9/28/2024,10/11/2024,898.97,9/24/2024,4
532,88,385,1/2/2025,1/13/2025,2358.28,12/29/2024,3
533,332,1613,2/17/2025,2/18/2025,66.5,2/14/2025,4
534,367,878,1/22/2025,2/1/2025,,1/22/2025,3
535,695,773,6/15/2025,6/29/2025,3560.54,6/10/2025,3
536,27,1164,9/18/2025,9/25/2025,2358.9,9/15/2025,2
537,123,407,10/24/2024,10/30/2024,1442.25,10/15/2024,3
538,179,616,4/5/2025,4/8/2025,855.81,3/31/2025,4
539,1108,1472,11/3/2024,11/15/2024,1275.8,10/13/2024,4
540,1298,1046,2/2/2025,2/8/2025,2129.28,1/21/2025,6
541,861,334,11/29/2024,12/5/2024,1439.93,11/25/2024,2
542,305,145,11/2/2024,11/3/2024,454.13,10/25/2024,4
543,63,318,3/16/2025,3/30/2025,4536.11,2/15/2025,1
544,223,1274,3/27/2025,4/10/2025,1282.07,3/27/2025,1
545,534,1955,10/20/2024,10/27/2024,2539.13,9/27/2024,6
546,648,1741,2/18/2025,3/3/2025,3618.52,1/19/2025,4
547,1248,1434,3/31/2025,4/5/2025,540.59,3/21/2025,3
548,1502,1397,7/4/2025,7/6/2025,349.5,6/13/2025,3
549,960,1242,2/18/2025,2/27/2025,482.15,1/27/2025,3
550,1990,358,9/1/2024,9/4/2024,780.77,8/21/2024,2
551,24,1829,11/21/2024,12/2/2024,797.71,11/2/2024,3
552,1817,500,9/20/2024,9/24/2024,706.8,9/20/2024,3
553,42,1051,2/9/2025,2/13/2025,548.8,2/6/2025,2
554,1383,258,9/27/2025,10/6/2025,1923.67,9/12/2025,6
555,866,141,8/31/2025,9/5/2025,1879.65,8/7/2025,4
556,557,858,4/8/2025,4/9/2025,97.67,4/4/2025,3
557,1192,323,3/26/2025,4/5/2025,1978.64,3/23/2025,2
558,1877,799,11/13/2024,11/16/2024,837.9,11/10/2024,2
559,1707,92,5/31/2025,6/11/2025,1967.1,5/19/2025,5
560,1751,550,10/26/2024,11/7/2024,4820.56,9/26/2024,2
561,638,221,12/18/2024,12/19/2024,187.52,11/21/2024,3
562,596,1761,9/3/2024,9/13/2024,3002.14,8/7/2024,3
563,1966,1,5/5/2025,5/12/2025,790.1,4/10/2025,2
564,631,1724,3/26/2025,3/30/2025,169.11,3/23/2025,4
565,736,1798,6/16/2025,6/17/2025,392.06,5/17/2025,2
566,1757,1307,11/7/2024,11/9/2024,114.62,11/5/2024,4
567,1937,1002,3/7/2025,3/11/2025,269.43,2/22/2025,1
568,634,1658,1/6/2025,1/17/2025,1075.9,1/1/2025,5
569,836,964,9/4/2024,9/16/2024,1638.45,8/10/2024,4
570,1778,222,5/25/2025,6/6/2025,777.66,5/19/2025,3
571,1613,119,1/13/2025,1/17/2025,612.24,1/3/2025,2
572,1905,802,8/5/2025,8/7/2025,651.85,7/15/2025,3
573,769,1063,6/10/2025,6/24/2025,2495.27,5/12/2025,6
574,1943,1527,9/6/2025,9/20/2025,1477.33,9/6/2025,1
575,1717,805,9/29/2024,10/4/2024,649.22,9/16/2024,3
576,295,987,2/18/2025,3/3/2025,2016.25,1/22/2025,3
577,1235,1357,9/26/2025,9/28/2025,293.35,8/27/2025,5
578,1587,1980,3/20/2025,3/29/2025,586.49,2/27/2025,3
579,396,309,11/21/2024,11/26/2024,1247.35,10/30/2024,3
580,4,1909,11/24/2024,12/7/2024,794.14,10/30/2024,3
581,367,1701,10/19/2024,10/25/2024,,10/1/2024,2
582,1281,1450,2/18/2025,3/2/2025,3554.63,1/27/2025,5
583,287,363,9/21/2024,9/27/2024,1255.45,8/28/2024,3
584,495,1725,9/6/2024,9/14/2024,2462.01,8/8/2024,4
585,1307,1873,8/3/2025,8/17/2025,4514.01,7/6/2025,4
586,1499,810,7/2/2025,7/13/2025,683.36,6/23/2025,5
587,1902,401,9/30/2025,10/4/2025,1295.45,9/9/2025,2
588,1581,91,6/1/2025,6/4/2025,542.27,5/9/2025,4
589,1016,672,2/11/2025,2/18/2025,426.5,1/28/2025,5
590,206,173,12/21/2024,12/22/2024,178.22,12/17/2024,5
591,1309,1979,8/3/2025,8/14/2025,779.09,7/27/2025,6
592,1722,1934,4/10/2025,4/19/2025,3195.7,3/30/2025,1
593,1189,1243,5/2/2025,5/6/2025,659.69,4/2/2025,3
594,1979,182,6/1/2025,6/15/2025,2063.33,5/14/2025,3
595,729,1412,9/14/2024,9/27/2024,1174.02,9/12/2024,4
596,834,1615,11/1/2024,11/5/2024,812.54,10/16/2024,1
597,64,1903,6/3/2025,6/16/2025,1848.32,5/10/2025,2
598,1900,1918,5/25/2025,5/28/2025,1157.38,4/30/2025,1
599,517,1794,5/21/2025,5/26/2025,478.58,5/9/2025,2
600,1962,372,1/10/2025,1/24/2025,874.36,1/5/2025,6
601,1369,94,6/18/2025,6/25/2025,564.51,5/31/2025,1
602,279,891,9/28/2024,10/12/2024,2505.64,9/3/2024,2
603,566,1985,8/2/2025,8/12/2025,705.77,7/24/2025,1
604,1699,963,7/5/2025,7/16/2025,2569.41,7/5/2025,6
605,901,827,11/25/2024,11/28/2024,845.34,11/14/2024,4
606,1413,181,5/18/2025,5/20/2025,523.81,4/18/2025,6
607,1385,815,4/18/2025,5/1/2025,4110.14,3/23/2025,5
608,1129,460,9/11/2024,9/14/2024,914.94,8/29/2024,3
609,915,221,9/17/2024,9/25/2024,1482.96,9/5/2024,3
610,1409,1704,1/22/2025,2/1/2025,2921.35,,2
611,184,1406,7/31/2025,8/4/2025,466.8,7/15/2025,4
612,88,300,11/8/2024,11/13/2024,1487.14,10/20/2024,2
613,1277,511,1/13/2025,1/22/2025,1095.91,1/8/2025,2
614,317,846,3/7/2025,3/21/2025,3808.92,2/14/2025,5
615,1011,610,5/30/2025,6/7/2025,510.31,5/6/2025,2
616,1870,730,8/7/2025,8/14/2025,,8/4/2025,6
617,891,601,8/27/2025,9/1/2025,1211.5,8/11/2025,6
618,228,781,4/5/2025,4/16/2025,1343.84,3/7/2025,6
619,699,1198,9/1/2024,9/13/2024,1097.71,9/1/2024,3
620,469,490,6/2/2025,6/14/2025,,5/28/2025,2
621,1546,1652,7/30/2025,8/11/2025,2303.65,7/18/2025,3
622,561,7,3/11/2025,3/20/2025,2357.24,2/9/2025,4
623,1229,822,1/17/2025,1/27/2025,1269.23,12/20/2024,6
624,1336,808,11/26/2024,12/2/2024,712.74,11/3/2024,6
625,139,1215,1/3/2025,1/5/2025,288.23,12/5/2024,3
626,436,1450,4/23/2025,4/27/2025,1065.71,4/15/2025,5
627,1009,1365,4/10/2025,4/18/2025,2430.91,3/12/2025,5
628,1533,1233,5/13/2025,5/17/2025,177.1,4/28/2025,2
629,671,1490,6/15/2025,6/26/2025,1965.24,5/16/2025,2
630,1669,1093,2/11/2025,2/17/2025,815.42,,5
631,78,1124,11/2/2024,11/6/2024,570.9,10/22/2024,5
632,1222,428,11/2/2024,11/3/2024,243.85,10/3/2024,4
633,1136,1385,1/18/2025,2/1/2025,566.12,12/31/2024,5
634,1732,25,1/29/2025,1/30/2025,33.05,1/4/2025,5
635,1589,767,3/11/2025,3/23/2025,2995.37,2/22/2025,6
636,1929,1654,2/2/2025,2/4/2025,92.69,1/6/2025,5
637,1931,301,3/29/2025,3/30/2025,380.84,3/1/2025,2
638,766,558,8/23/2025,8/25/2025,359.27,8/21/2025,1
639,1557,404,6/23/2025,6/25/2025,176.84,6/19/2025,6
640,577,1143,11/5/2024,11/9/2024,644.91,10/22/2024,5
641,1979,1705,7/17/2025,7/25/2025,1645.52,7/6/2025,6
642,180,83,5/22/2025,6/3/2025,3483.23,5/3/2025,1
643,238,1223,7/1/2025,7/11/2025,2054.16,,2
644,200,1789,8/20/2025,8/25/2025,712,7/29/2025,1
645,742,1304,8/15/2025,8/24/2025,1925.61,8/14/2025,1
646,1786,1825,4/24/2025,4/25/2025,125.07,4/17/2025,4
647,1224,1020,9/21/2025,9/22/2025,360.5,9/11/2025,6
648,400,1145,5/18/2025,5/24/2025,1635.76,4/29/2025,6
649,1536,1782,12/19/2024,12/22/2024,190.84,11/29/2024,6
650,1588,1100,9/16/2025,9/20/2025,1277.03,9/10/2025,5
651,622,871,6/6/2025,6/11/2025,829.92,5/22/2025,6
652,1043,1438,4/26/2025,5/9/2025,2798.99,4/9/2025,5
653,749,385,9/15/2024,9/26/2024,1723.53,9/1/2024,3
654,1366,849,6/30/2025,7/5/2025,327.45,6/25/2025,6
655,1321,354,1/18/2025,1/20/2025,245.18,1/18/2025,3
656,1692,1375,4/4/2025,4/7/2025,611.6,3/29/2025,5
657,812,225,3/3/2025,3/4/2025,279.17,2/2/2025,2
658,1529,1257,6/2/2025,6/13/2025,739.62,5/22/2025,5
659,134,1736,10/6/2024,10/19/2024,2660.85,9/13/2024,2
660,950,605,2/7/2025,2/13/2025,1106.65,1/12/2025,1
661,1729,78,10/19/2024,10/25/2024,1341.68,9/21/2024,5
662,190,663,8/16/2025,8/22/2025,1246.09,8/5/2025,2
663,526,259,8/26/2025,9/1/2025,1374.1,8/1/2025,6
664,1182,1609,3/15/2025,3/25/2025,1051.87,2/27/2025,5
665,1653,123,3/14/2025,3/19/2025,1524.25,3/1/2025,5
666,1675,950,5/11/2025,5/15/2025,267.9,5/6/2025,5
667,74,485,5/11/2025,5/13/2025,263.74,5/1/2025,6
668,737,715,12/8/2024,12/19/2024,2737.43,12/1/2024,6
669,772,348,2/6/2025,2/20/2025,3235.82,1/23/2025,2
670,1566,1507,4/20/2025,4/26/2025,594.81,3/26/2025,3
671,1880,1932,1/9/2025,1/11/2025,743.02,1/2/2025,1
672,707,1343,7/28/2025,8/5/2025,962.66,6/28/2025,1
673,120,815,7/2/2025,7/7/2025,1601.08,6/4/2025,5
674,1389,811,9/17/2024,9/18/2024,69.15,8/23/2024,6
675,713,1191,7/11/2025,7/12/2025,156.21,7/10/2025,3
676,1499,667,10/10/2024,10/23/2024,3998.84,9/18/2024,3
677,635,330,4/13/2025,4/19/2025,1826.28,3/25/2025,3
678,1087,1793,9/24/2024,10/7/2024,1215.61,9/19/2024,5
679,1734,723,12/27/2024,1/10/2025,1494.35,12/26/2024,6
680,859,1639,5/11/2025,5/20/2025,2533.18,4/11/2025,1
681,497,227,10/21/2024,11/2/2024,3209.52,9/25/2024,1
682,747,365,6/16/2025,6/30/2025,2123.01,5/30/2025,1
683,1413,361,9/9/2025,9/23/2025,2471.83,9/4/2025,4
684,940,1489,8/3/2025,8/7/2025,313.62,7/10/2025,1
685,853,1239,8/15/2025,8/20/2025,1234.46,8/12/2025,2
686,872,1993,4/26/2025,5/7/2025,653.26,4/7/2025,6
687,1354,1114,9/22/2024,10/4/2024,2852.99,,4
688,1774,1233,5/29/2025,6/5/2025,275.5,5/20/2025,2
689,825,1651,6/4/2025,6/13/2025,900.87,5/24/2025,2
690,972,591,3/12/2025,3/16/2025,798.43,3/3/2025,2
691,1827,1505,11/4/2024,11/13/2024,1774.19,11/4/2024,1
692,291,615,8/27/2025,9/9/2025,1296.13,8/23/2025,6
693,1501,364,4/16/2025,4/23/2025,626.58,3/29/2025,5
694,689,597,9/1/2025,9/11/2025,2003.5,8/6/2025,3
695,1490,338,4/29/2025,5/10/2025,1169.68,4/8/2025,3
696,1853,1884,9/20/2024,9/25/2024,193.36,9/1/2024,1
697,1594,1600,9/1/2025,9/5/2025,1250.31,8/31/2025,5
698,689,1502,12/30/2024,1/12/2025,2738.76,12/12/2024,6
699,606,1933,1/4/2025,1/15/2025,4426.91,12/6/2024,1
700,1593,603,7/20/2025,7/25/2025,934.6,6/20/2025,6
701,1399,1074,4/5/2025,4/18/2025,3586.59,3/12/2025,2
702,680,1535,4/20/2025,4/24/2025,,4/17/2025,5
703,294,366,1/5/2025,1/6/2025,193.32,12/19/2024,6
704,159,1694,5/18/2025,5/28/2025,3635.6,5/16/2025,5
705,731,590,2/25/2025,3/10/2025,5075.9,2/22/2025,1
706,1116,1567,4/1/2025,4/10/2025,1826.07,3/27/2025,3
707,505,184,11/9/2024,11/23/2024,2002.98,10/13/2024,6
708,69,595,8/23/2025,8/25/2025,110.99,7/25/2025,3
709,291,807,7/3/2025,7/15/2025,2850.14,6/25/2025,1
710,1717,274,10/9/2024,10/19/2024,1693.56,,5
711,1466,73,1/20/2025,1/22/2025,455.66,12/29/2024,6
712,1159,1762,12/28/2024,1/11/2025,2299.16,12/24/2024,3
713,775,882,11/27/2024,12/3/2024,1432.14,11/23/2024,1
714,722,848,10/8/2024,10/15/2024,1708.28,9/11/2024,5
715,1846,540,9/8/2024,9/22/2024,2253.66,8/24/2024,3
716,528,149,9/22/2025,9/25/2025,701.46,9/2/2025,5
717,461,718,4/1/2025,4/3/2025,461.74,3/19/2025,5
718,601,878,8/4/2025,8/7/2025,1074.52,7/11/2025,3
719,1734,395,5/29/2025,6/12/2025,5127.73,5/21/2025,2
720,233,1427,1/23/2025,1/29/2025,792.18,1/4/2025,1
721,27,283,12/1/2024,12/6/2024,916.56,11/3/2024,1
722,1748,1675,10/31/2024,11/6/2024,2239.73,10/16/2024,3
723,1412,883,9/29/2025,10/9/2025,3498.01,9/11/2025,4
724,1560,71,3/1/2025,3/11/2025,1981.51,2/15/2025,5
725,239,314,8/6/2025,8/11/2025,1538.97,7/7/2025,3
726,1748,574,6/3/2025,6/7/2025,,5/18/2025,5
727,1120,1814,8/25/2025,9/1/2025,739.23,8/1/2025,4
728,378,1152,6/13/2025,6/22/2025,623.9,5/21/2025,2
729,3,1491,12/12/2024,12/18/2024,1272.55,12/2/2024,5
730,936,564,10/5/2025,10/19/2025,1736.77,9/29/2025,6
731,228,1142,3/18/2025,3/28/2025,4081.01,3/5/2025,6
732,296,269,11/29/2024,12/12/2024,3544.79,11/28/2024,5
733,222,283,2/9/2025,2/11/2025,378.23,1/19/2025,1
734,1324,417,9/7/2025,9/14/2025,1304.47,8/25/2025,4
735,1592,1097,10/14/2024,10/22/2024,2382.22,9/26/2024,6
736,60,1324,6/12/2025,6/17/2025,1163.13,5/30/2025,6
737,28,794,5/31/2025,6/13/2025,3212.76,5/14/2025,5
738,1813,1164,7/21/2025,7/26/2025,1411.3,7/7/2025,2
739,917,1793,11/26/2024,12/9/2024,1442.44,11/6/2024,5
740,1447,1513,10/12/2024,10/16/2024,764.64,10/1/2024,2
741,1831,624,12/9/2024,12/22/2024,4382.4,12/3/2024,1
742,1073,1534,9/12/2024,9/22/2024,4322.6,8/31/2024,2
743,836,617,8/19/2025,8/31/2025,3180.96,8/9/2025,4
744,1021,136,9/3/2024,9/6/2024,617.46,8/21/2024,1
745,458,1237,5/6/2025,5/19/2025,5067.71,4/17/2025,3
746,1717,403,5/3/2025,5/13/2025,1638.66,4/11/2025,4
747,1912,1980,3/16/2025,3/27/2025,,3/12/2025,3
748,664,1786,11/25/2024,11/30/2024,944.99,11/6/2024,3
749,1495,389,10/21/2024,10/26/2024,740.76,9/29/2024,3
750,64,1554,2/19/2025,3/4/2025,2483.92,1/25/2025,3
751,1568,1389,9/27/2025,10/2/2025,1050.52,9/2/2025,3
752,1063,1879,3/22/2025,3/30/2025,2081.24,2/20/2025,5
753,722,88,7/21/2025,7/26/2025,2167.57,7/1/2025,1
754,1458,1809,7/5/2025,7/7/2025,171.58,7/4/2025,2
755,469,706,2/8/2025,2/18/2025,1578.54,2/5/2025,6
756,1464,1502,1/17/2025,1/21/2025,746.65,12/20/2024,6
757,1068,1913,6/29/2025,7/9/2025,2668.73,6/29/2025,2
758,1992,1594,12/2/2024,12/7/2024,532.22,,6
759,664,184,1/15/2025,1/17/2025,297.03,1/8/2025,6
760,847,435,2/12/2025,2/20/2025,1708.76,2/2/2025,4
761,1130,1151,1/24/2025,1/30/2025,420.23,1/23/2025,6
762,1278,1198,2/10/2025,2/24/2025,1848.54,1/26/2025,3
763,1343,25,11/26/2024,11/28/2024,54.49,11/14/2024,5
764,994,760,1/17/2025,1/24/2025,3203.41,12/29/2024,4
765,1969,261,3/24/2025,3/27/2025,142.9,3/8/2025,3
766,1290,1292,12/18/2024,12/24/2024,272.07,12/13/2024,3
767,1717,1920,9/9/2024,9/16/2024,1116.62,8/11/2024,6
768,1167,1627,6/26/2025,7/10/2025,5124.03,6/17/2025,6
769,1757,201,4/6/2025,4/20/2025,1446.4,4/5/2025,3
770,564,351,12/4/2024,12/16/2024,641.14,11/15/2024,1
771,838,1461,7/29/2025,8/2/2025,1087.13,6/30/2025,6
772,1759,544,12/9/2024,12/18/2024,3108.03,11/27/2024,1
773,157,1585,5/21/2025,5/31/2025,2607.79,5/6/2025,4
774,818,1677,3/14/2025,3/19/2025,1835.43,3/7/2025,6
775,1848,418,6/3/2025,6/4/2025,106.3,5/16/2025,5
776,670,1578,3/18/2025,3/24/2025,2292.52,3/15/2025,3
777,1576,130,5/9/2025,5/19/2025,1645.38,4/11/2025,6
778,216,1967,3/20/2025,3/21/2025,69.33,3/5/2025,3
779,55,1937,10/9/2024,10/14/2024,1077.06,9/27/2024,5
780,1185,1936,6/21/2025,6/27/2025,215.29,5/28/2025,6
781,1550,415,11/30/2024,12/5/2024,1936.51,11/22/2024,2
782,1753,8,6/28/2025,7/9/2025,3179.72,6/19/2025,2
783,389,57,6/3/2025,6/15/2025,1160.67,5/14/2025,6
784,1496,1031,10/15/2024,10/24/2024,1948.71,9/19/2024,4
785,965,1651,6/6/2025,6/15/2025,831.1,5/25/2025,2
786,862,1443,9/14/2024,9/17/2024,663.05,9/2/2024,3
787,401,658,3/9/2025,3/15/2025,366.26,3/1/2025,4
788,1601,979,6/13/2025,6/19/2025,192.78,5/28/2025,4
789,1682,1874,10/27/2024,11/2/2024,,9/30/2024,2
790,1154,271,2/24/2025,3/10/2025,5340.95,2/13/2025,4
791,1156,583,3/29/2025,4/10/2025,1109.57,3/24/2025,3
792,981,1422,6/3/2025,6/10/2025,1656.38,5/16/2025,4
793,1835,427,4/10/2025,4/19/2025,2471.21,3/14/2025,6
794,363,202,9/30/2025,10/3/2025,,8/31/2025,4
795,508,737,1/5/2025,1/19/2025,2570.98,1/2/2025,5
796,1234,1782,3/22/2025,3/29/2025,436.37,3/12/2025,6
797,845,1916,4/10/2025,4/13/2025,777.34,3/19/2025,5
798,1460,488,3/19/2025,4/2/2025,4743.38,2/20/2025,5
799,683,1849,6/4/2025,6/8/2025,1039.27,5/23/2025,6
800,1227,235,8/17/2025,8/30/2025,1712.32,7/18/2025,4
801,545,1785,6/14/2025,6/17/2025,418.64,5/18/2025,4
802,707,1025,5/26/2025,5/28/2025,494.76,5/16/2025,5
803,589,288,11/12/2024,11/22/2024,1611.15,11/9/2024,5
804,424,1659,9/14/2024,9/27/2024,2505.75,8/31/2024,1
805,516,1085,1/29/2025,2/11/2025,829.86,1/23/2025,1
806,710,1404,1/25/2025,1/31/2025,1259.91,1/2/2025,1
807,719,17,12/23/2024,12/24/2024,130.62,12/6/2024,1
808,1817,1744,6/5/2025,6/17/2025,681.16,5/16/2025,6
809,1339,174,9/17/2024,9/20/2024,959.36,8/21/2024,5
810,1521,1918,5/3/2025,5/10/2025,2134,4/30/2025,1
811,807,1825,9/6/2025,9/20/2025,1572.18,8/21/2025,4
812,809,1615,10/12/2024,10/17/2024,963.16,9/18/2024,1
813,752,1276,9/7/2025,9/16/2025,1108.77,,6
814,940,1268,11/9/2024,11/14/2024,197.4,10/29/2024,3
815,1103,540,9/1/2024,9/14/2024,2301.27,8/28/2024,3
